ID	other_names	genome_data	library_prep	geographical_origin	ecological_origin	substrate	ecology_category	monosporic_derivative	ploidyFACS	ploidyBAF	aneuploidy_BAF	aneuploidy_RD	aneuploidy_binary	aneuploidy_type	RD_aneuploidy	Contaminated	Chr_end_bias	High_var	basename	avg_cov	population_old	pop_summary	population_new	heterozygosity	reference	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	ploidyCons	aneuploidy_num	lineage
DBVPG1594	DBVPG1594	ERP014555	NA	Los_Cerros_La_Mancha_Spain_	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	0.01	Yes	No	DBVPG1594	267	1._Wine/European_	1._Wine/European_	TBD	0.000156503	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1595	DBVPG1595	ERP014555	NA	La_Mancha_Spain	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG1595	249	1._Wine/European_	1._Wine/European_	TBD	0.000520337	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1596	DBVPG1596	ERP014555	NA	Santa_Cruz_de_los_Canamos_La_Mancha_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1596	236	1._Wine/European_	1._Wine/European_	TBD	0.000185263	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1599	DBVPG1599	ERP014555	NA	Cerro_del_Moro_La_Mancha_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG1599	279	1._Wine/European_	1._Wine/European_	TBD	0.000177347	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1601	DBVPG1601	ERP014555	NA	Casa_del_Rey_La_Mancha_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1601	250	1._Wine/European_	1._Wine/European_	TBD	0.000150736	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1606	DBVPG1606	ERP014555	NA	Villarta_de_San_Juan_La_Mancha_Spain	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG1606	321	1._Wine/European_	1._Wine/European_	TBD	0.000316384	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1608	DBVPG1608	ERP014555	NA	La_Mancha_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1608	271	1._Wine/European_	1._Wine/European_	TBD	0.000171496	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1611	DBVPG1611	ERP014555	NA	Retamosa_La_Mancha_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1611	334	1._Wine/European_	1._Wine/European_	TBD	0.000159593	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1615	DBVPG1615	ERP014555	NA	La_Mancha_Spain	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG1615	233	1._Wine/European_	1._Wine/European_	TBD	0.000555208	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1616-1D	DBVPG1616_1D	ERP014555	NA	Spain	Soil	Soil	NA	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG1616_1D	279	1._Wine/European_	1._Wine/European_	TBD	0.000148989	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1620-1A	DBVPG1620_1A	ERP014555	NA	Spain	Soil	Soil	NA	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG1620_1A	270	1._Wine/European_	1._Wine/European_	TBD	0.000165188	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1621-5A	DBVPG1621_5A	ERP014555	NA	Spain	Soil	Soil	NA	No	2	Unknown	No	+1@8	Yes	Gain	Yes	No	No	No	DBVPG1621_5A	271	1._Wine/European_	1._Wine/European_	TBD	0.000170187	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Wine
DBVPG1622-8B	DBVPG1622_8B	ERP014555	NA	Spain	Soil	Soil	NA	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG1622_8B	243	1._Wine/European_	1._Wine/European_	TBD	0.000162063	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1623-2A	DBVPG1623_2A	ERP014555	NA	Spain	Soil	Soil	NA	No	2	Unknown	No	No	No	No	No	0.01	No	No	DBVPG1623_2A	249	1._Wine/European_	1._Wine/European_	TBD	0.000164096	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1625	DBVPG1625	ERP014555	NA	La_Enconienda_La_Mancha_Spain_	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG1625	311	1._Wine/European_	1._Wine/European_	TBD	0.000938115	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1626	DBVPG1626	ERP014555	NA	La_Mancha_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG1626	296	1._Wine/European_	1._Wine/European_	TBD	0.000157745	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1629	DBVPG1629	ERP014555	NA	La_Mancha_Spain	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG1629	388	1._Wine/European_	1._Wine/European_	TBD	0.000970839	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1631	DBVPG1631	ERP014555	NA	Valdepenas_La_Mancha_Spain	Wine	Grape_must_treated_with_sulfur_dioxide	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1631	271	1._Wine/European_	1._Wine/European_	TBD	0.000233945	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1632	DBVPG1632	ERP014555	NA	Abertura_La_Mancha_Spain	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG1632	299	1._Wine/European_	1._Wine/European_	TBD	0.000768405	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1656	DBVPG1656	ERP014555	NA	Los_Campillos_La_Mancha_Spain	Wine	Grape_must_treated_with_sulfur_dioxide	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG1656	309	1._Wine/European_	1._Wine/European_	TBD	0.000183896	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1659	DBVPG1659	ERP014555	NA	Campo_de_Santiago_La_Mancha_Spain	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG1659	277	1._Wine/European_	1._Wine/European_	TBD	0.000548644	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1661	DBVPG1661	ERP014555	NA	Los_Polos_La_Mancha_Spain	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	No	No	DBVPG1661	315	1._Wine/European_	1._Wine/European_	TBD	0.000476908	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1669	DBVPG1669	ERP014555	NA	Cenicero_Rioja_Spain	Wine	Grape_must	Wine	No	2	2	No	+1@11	Yes	Gain	Yes	No	No	No	DBVPG1669	299	1._Wine/European_	1._Wine/European_	TBD	0.000240998	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	2	1	Wine
DBVPG1685	DBVPG1685	ERP014555	NA	Haro_Rioja_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG1685	193	1._Wine/European_	1._Wine/European_	TBD	0.000167408	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1699	DBVPG1699	ERP014555	NA	De_Casa_la_Reina_Rioja_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG1699	281	1._Wine/European_	1._Wine/European_	TBD	0.000192625	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1701	DBVPG1701	ERP014555	NA	Cihuri_Rioja_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1701	198	1._Wine/European_	1._Wine/European_	TBD	0.000200698	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1708	DBVPG1708	ERP014555	NA	Ultura_Sweden	Soil	Soil	NA	No	2	2	No	No	No	No	No	No	No	No	DBVPG1708	253	1._Wine/European_	1._Wine/European_	TBD	0.000492844	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1711	DBVPG1711	ERP014555	NA	Ygai_Rioja_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1711	220	1._Wine/European_	1._Wine/European_	TBD	0.000160035	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1712	DBVPG1712	ERP014555	NA	Pedrejon_Rioja_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG1712	315	1._Wine/European_	1._Wine/European_	TBD	0.000158546	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1714	DBVPG1714	ERP014555	NA	Fuen_Mayor_Rioja_Spain	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG1714	182	1._Wine/European_	1._Wine/European_	TBD	0.000756507	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1719	DBVPG1719	ERP014555	NA	San_Adrian_Rioja_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1719	245	1._Wine/European_	1._Wine/European_	TBD	0.000174317	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1725	DBVPG1725	ERP014555	NA	La_Puebla_de_la_Barca_Rioja_Spain	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG1725	206	1._Wine/European_	1._Wine/European_	TBD	0.000204082	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1772	DBVPG1772	ERP014555	NA	Kuopio_Finland	Soil	Soil	NA	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1772	214	1._Wine/European_	1._Wine/European_	TBD	0.000161656	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1790	DBVPG1790	ERP014555	NA	Turku_Finland	Soil	Soil	NA	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1790	265	1._Wine/European_	1._Wine/European_	TBD	0.000154037	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1792	DBVPG1792	ERP014555	NA	Viik_Helsinki_Finland	Soil	Soil	NA	No	2	2	+1@8	+1@8	Yes	Gain	Yes	No	No	No	DBVPG1792	287	M3._Mosaic_region_3	Mosaics	TBD	0.005333512	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Mosaic
DBVPG1795	DBVPG1795	ERP014555	NA	Illasi_Verona_Italy	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG1795	385	1._Wine/European_	1._Wine/European_	TBD	0.000174592	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1798	DBVPG1798	ERP014555	NA	Sicily_Italy	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1798	256	1._Wine/European_	1._Wine/European_	TBD	0.000196057	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1832	DBVPG1832	ERP014555	NA	NA	Fruit	Fruit_juice	Fruit	No	2	2	No	No	No	No	No	0.03	No	No	DBVPG1832	241	1._Wine/European_	1._Wine/European_	TBD	0.00055574	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1841	DBVPG1841	ERP014555	NA	Ethiopia	Unknown	Red_Tecc	NA	No	2	2	No	+1@1	Yes	Gain	Yes	No	Yes	No	DBVPG1841	134	1._Wine/European_	1._Wine/European_	TBD	0.000196631	Peter_et_al_2018	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Wine
DBVPG1843	DBVPG1843	ERP014555	NA	Ethiopia	Unknown	White_Tecc	NA	No	2	2	No	+1@1	Yes	Gain	Yes	No	No	No	DBVPG1843	250	1._Wine/European_	1._Wine/European_	TBD	0.00020213	Peter_et_al_2018	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Wine
DBVPG1848	DBVPG1848	ERP014555	NA	Ethiopia	Unknown	Tecc	NA	No	2	2	+1@1,12	+1@1,12	Yes	Gain	Yes	No	Yes	No	DBVPG1848	173	NA	NA	TBD	0.003338811	Peter_et_al_2018	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	+1	NA	NA	NA	NA	2	1	Ethiopia
DBVPG1861	DBVPG1861	ERP014555	NA	Rajamaki_River_Finland	Water	River_water	Water	No	2	2	No	No	No	No	No	No	No	No	DBVPG1861	272	1._Wine/European_	1._Wine/European_	TBD	0.000521677	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1878	DBVPG1878	ERP014555	NA	Piave_Italy	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG1878	266	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000478363	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1880	DBVPG1880	ERP014555	NA	Italy	Wine	Grape_must_treated_with_pesticides	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG1880	261	1._Wine/European_	1._Wine/European_	TBD	0.000425216	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1895	DBVPG1895	ERP014555	NA	Italy	Wine	Grape_must_treated_with_pesticides	Wine	No	2	2	No	No	No	No	No	0.03	No	No	DBVPG1895	225	NA	NA	TBD	0.003074162	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Ethiopia
DBVPG1898	DBVPG1898	ERP014555	NA	Pantelleria_Italy	Wine	Grape_must	Wine	No	2	Unknown	No	+1@1	Yes	Gain	Yes	No	Yes	No	DBVPG1898	273	1._Wine/European_	1._Wine/European_	TBD	0.000166417	Peter_et_al_2018	+1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	Wine
DBVPG1918	DBVPG1918	ERP014555	NA	Malta	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1918	185	1._Wine/European_(subclade_1)	1._Wine/European_	TBD	0.000219604	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1960	DBVPG1960	ERP014555	NA	Recioto_Verona_Italy	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	No	No	DBVPG1960	257	1._Wine/European_	1._Wine/European_	TBD	0.000557716	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1973	DBVPG1973	ERP014555	NA	Greece	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	No	No	DBVPG1973	250	1._Wine/European_	1._Wine/European_	TBD	0.000556168	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1975	DBVPG1975	ERP014555	NA	Greece	Wine	Wine	Wine	No	2	2	No	No	No	No	No	No	No	No	DBVPG1975	415	1._Wine/European_	1._Wine/European_	TBD	0.0005535	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1976	DBVPG1976	ERP014555	NA	Slovakia	Wine	Wine	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG1976	269	1._Wine/European_	1._Wine/European_	TBD	0.000177538	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1978	DBVPG1978	ERP014555	NA	Slovakia	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	No	No	DBVPG1978	173	1._Wine/European_	1._Wine/European_	TBD	0.000719508	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1984	DBVPG1984	ERP014555	NA	Slovenia	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	No	No	DBVPG1984	337	1._Wine/European_	1._Wine/European_	TBD	0.000498429	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG1994	DBVPG1994	ERP014555	NA	Greece	Wine	Grapes	Fruit	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG1994	285	1._Wine/European_(subclade_1)	1._Wine/European_	TBD	0.000169016	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG2049	DBVPG2049	ERP014555	NA	Reggio_Emilia_Italy	Wine	Lambrusco_grape_must	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG2049	183	1._Wine/European_	1._Wine/European_	TBD	0.000914996	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG2088	DBVPG2088	ERP014555	NA	Cognac_France	Distillery	Cognac	Fermentation	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG2088	253	1._Wine/European_	1._Wine/European_	TBD	0.000154356	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG2166	DBVPG2166	ERP014555	NA	production_zone_of_Sagrantino_wine_Montefalco_Foligno_Italy	Wine	Sagrantino_wine	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG2166	190	1._Wine/European_	1._Wine/European_	TBD	0.00080455	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG3022	DBVPG3022	ERP014555	NA	Squinzano_Italy	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG3022	231	1._Wine/European_	1._Wine/European_	TBD	0.000158882	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG3051	DBVPG3051	ERP014555	NA	Israel	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	No	No	DBVPG3051	101	1._Wine/European_	1._Wine/European_	TBD	0.000439991	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG3098	DBVPG3098	ERP014555	NA	Calabria_Italy	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG3098	290	1._Wine/European_	1._Wine/European_	TBD	0.00016074	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG3100	DBVPG3100	ERP014555	NA	Toscana_Italy	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	No	No	DBVPG3100	216	1._Wine/European_	1._Wine/European_	TBD	0.000771962	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG3924	DBVPG3924	ERP014555	NA	Piave_Italy	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG3924	190	1._Wine/European_	1._Wine/European_	TBD	0.000152813	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG4036	DBVPG4036	ERP014555	NA	ex_Yugoslavia	Wine	Grape_must	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG4036	195	1._Wine/European_(subclade_1)	1._Wine/European_	TBD	0.000195874	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG4162	DBVPG4162	ERP014555	NA	Reggio_Emilia_Italy	Wine	Grape_must	Wine	No	2	2	No	No	No	No	No	No	No	No	DBVPG4162	208	1._Wine/European_	1._Wine/European_	TBD	0.000700648	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG4186	DBVPG4186	ERP014555	NA	Slovenia	Wine	Wine	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	DBVPG4186	199	1._Wine/European_(subclade_1)	1._Wine/European_	TBD	0.000195939	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG4297	DBVPG4297	ERP014555	NA	Treviso_Italy_	Wine	Prosecco_wine	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG4297	233	1._Wine/European_	1._Wine/European_	TBD	0.000201739	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG4317	DBVPG4317	ERP014555	NA	Bettona_Perugia_Italy_	Wine	Fermenting_refrigerated_Grape_must_(5C_ca)	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG4317	174	1._Wine/European_	1._Wine/European_	TBD	0.000206802	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG4381	DBVPG4381	ERP014555	NA	Italy_	Water	Seawater	Water	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG4381	215	1._Wine/European_	1._Wine/European_	TBD	0.000325489	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG4410	DBVPG4410	ERP014555	NA	Italy_	Wine	Wine	Wine	No	2	2	No	No	No	No	No	No	No	No	DBVPG4410	239	1._Wine/European_	1._Wine/European_	TBD	0.000338876	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG4460	DBVPG4460	ERP014555	NA	Jesi_Italy_	Wine	Wine	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG4460	255	1._Wine/European_	1._Wine/European_	TBD	0.000167618	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG4651	DBVPG4651	ERP014555	NA	Italy	Nature	Surface_of_Tuber_magnatum	NA	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG4651	305	1._Wine/European_	1._Wine/European_	TBD	0.000220335	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG4686	DBVPG4686	ERP014555	NA	Deruta_Perugia_Italy	Wine	Winery	Wine	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG4686	222	1._Wine/European_	1._Wine/European_	TBD	0.000755597	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG4695	DBVPG4695	ERP014555	NA	Torgiano_Perugia_Italy	Wine	Winery_surface_at_the_beginning_of_Vino_Santo_production_Lungarotti_winery	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	DBVPG4695	264	1._Wine/European_(subclade_1)	1._Wine/European_	TBD	0.000214448	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
DBVPG4902	DBVPG4902	ERP014555	NA	Perugia_Italy	Unknown	Dried_sausages_under_oil	NA	No	2	2	No	No	No	No	No	No	Yes	No	DBVPG4902	305	1._Wine/European_	1._Wine/European_	TBD	0.000843326	Peter_et_al_2018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	Wine
